quelle,typ,ziel,ziel_vorhanden
094978174,Verweis,094976953,True
094978174,Verweis,094978212,True
094978174,Verweis,094978204,True
094978174,Verweis,094978190,True
094978174,Verweis,094976945,True
094978174,Verweis,094976929,True
094978174,Verweis,094978182,True
094978174,Verweis,NEU-094978174-100,True
094978174,Verweis,NEU-094978174-101,True
094978174,Verweis,094978166,True
094978174,Verweis,094978158,True
094978174,Verweis,09497814X,True
094978174,Verweis,094978131,True
094978174,Verweis,094978123,True
094978174,Verweis,094978115,True
094978174,Verweis,094978107,True
094978174,Verweis,094978093,True
094978174,Verweis,094978085,True
094978174,Verweis,094978077,True
094978174,Verweis,094978069,True
094978174,Verweis,094978050,True
094978174,Verweis,094978042,True
094978174,Verweis,094976880,True
094978174,Verweis,094978034,True
094978174,Verweis,094947325,True
094978174,Verweis,094978026,True
094978174,Verweis,094916306,True
NEU-094978174-101,Verweis,094978174,True
094968446,Verweis,094966893,True
094968446,Verweis,NEU-094968446-102,True
094968446,Verweis,NEU-094968446-103,True
094922470,Hauptteil,094955085,True
094978166,Verweis,094927405,True
094978166,Verweis,094977127,True
094978166,Verweis,09497702X,True
094978166,Verweis,094978301,True
094978166,Verweis,094978298,True
094978166,Verweis,09497828X,True
094978166,Verweis,094978271,True
094978166,Verweis,094978263,True
094978166,Verweis,094978255,True
094978166,Verweis,094978247,True
094978166,Verweis,094978239,True
094978166,Verweis,094978220,True
094978166,Verweis,094977011,True
094978166,Verweis,09490524X,True
094978166,Verweis,094976937,True
094978166,Verweis,094976953,True
094978166,Verweis,094978212,True
094978166,Verweis,094978204,True
094978166,Verweis,094978190,True
094978166,Verweis,094976945,True
094978166,Verweis,094976929,True
094978166,Verweis,094978182,True
094978166,Verweis,094978174,True
094978166,Verweis,NEU-094978166-104,True
094978166,Verweis,NEU-094978166-105,True
094978166,Verweis,094978158,True
094978166,Verweis,09497814X,True
094978166,Verweis,094978131,True
094978166,Verweis,094978123,True
094978166,Verweis,094978115,True
094978166,Verweis,094978107,True
094978166,Verweis,094978093,True
094978166,Verweis,094978085,True
094978166,Verweis,094978077,True
094978166,Verweis,094978069,True
094978166,Verweis,094978050,True
094978166,Verweis,094978042,True
094978166,Verweis,094976880,True
094978166,Verweis,094978034,True
094978166,Verweis,094947325,True
094978166,Verweis,094978026,True
094978166,Verweis,094916306,True
NEU-094978166-105,Verweis,094978166,True
094978158,Verweis,094927405,True
094978158,Verweis,094977127,True
094978158,Verweis,09497702X,True
094978158,Verweis,094978301,True
094978158,Verweis,094978298,True
094978158,Verweis,09497828X,True
094978158,Verweis,094978271,True
094978158,Verweis,094978263,True
094978158,Verweis,094978255,True
094978158,Verweis,094978247,True
094978158,Verweis,094978239,True
094978158,Verweis,094978220,True
094978158,Verweis,094977011,True
094978158,Verweis,09490524X,True
094978158,Verweis,094976937,True
094978158,Verweis,094976953,True
094978158,Verweis,094978212,True
094978158,Verweis,094978204,True
094978158,Verweis,094978190,True
094978158,Verweis,094976945,True
094978158,Verweis,094976929,True
094978158,Verweis,094978182,True
094978158,Verweis,094978174,True
094978158,Verweis,094978166,True
094978158,Verweis,NEU-094978158-106,True
094978158,Verweis,NEU-094978158-107,True
094978158,Verweis,09497814X,True
094978158,Verweis,094978131,True
094978158,Verweis,094978123,True
094978158,Verweis,094978115,True
094978158,Verweis,094978107,True
094978158,Verweis,094978093,True
094978158,Verweis,094978085,True
094978158,Verweis,094978077,True
094978158,Verweis,094978069,True
094978158,Verweis,094978050,True
094978158,Verweis,094978042,True
094978158,Verweis,094976880,True
094978158,Verweis,094978034,True
094978158,Verweis,094947325,True
094978158,Verweis,094978026,True
094978158,Verweis,094916306,True
NEU-094978158-107,Verweis,094978158,True
094922993,Antwort,NEU-ANTWORT-19,True
094922209,Antwort,NEU-ANTWORT-19,True
NEU-ANTWORT-19,Antrittsrede,094922993,True
NEU-ANTWORT-19,Antrittsrede,094922209,True
09496114X,Verweis,094950350,True
094954704,Verweis,NEU-094954704-108,True
094954704,Nachtrag,094955417,True
094910502,Antwort,NEU-ANTWORT-20,True
NEU-ANTWORT-20,Antrittsrede,094910502,True
09497814X,Verweis,094927405,True
09497814X,Verweis,094977127,True
09497814X,Verweis,09497702X,True
09497814X,Verweis,094978301,True
09497814X,Verweis,094978298,True
09497814X,Verweis,09497828X,True
09497814X,Verweis,094978271,True
09497814X,Verweis,094978263,True
09497814X,Verweis,094978255,True
09497814X,Verweis,094978247,True
09497814X,Verweis,094978239,True
09497814X,Verweis,094978220,True
09497814X,Verweis,094977011,True
09497814X,Verweis,09490524X,True
09497814X,Verweis,094976937,True
09497814X,Verweis,094976953,True
09497814X,Verweis,094978212,True
09497814X,Verweis,094978204,True
09497814X,Verweis,094978190,True
09497814X,Verweis,094976945,True
09497814X,Verweis,094976929,True
09497814X,Verweis,094978182,True
09497814X,Verweis,094978174,True
09497814X,Verweis,094978166,True
09497814X,Verweis,094978158,True
09497814X,Verweis,NEU-09497814X-109,True
09497814X,Verweis,NEU-09497814X-110,True
09497814X,Verweis,094978131,True
09497814X,Verweis,094978123,True
09497814X,Verweis,094978115,True
09497814X,Verweis,094978107,True
09497814X,Verweis,094978093,True
09497814X,Verweis,094978085,True
09497814X,Verweis,094978077,True
09497814X,Verweis,094978069,True
09497814X,Verweis,094978050,True
09497814X,Verweis,094978042,True
09497814X,Verweis,094976880,True
09497814X,Verweis,094978034,True
09497814X,Verweis,094947325,True
09497814X,Verweis,094978026,True
09497814X,Verweis,094916306,True
NEU-09497814X-110,Verweis,09497814X,True
094978131,Verweis,094927405,True
094978131,Verweis,094977127,True
094978131,Verweis,09497702X,True
094978131,Verweis,094978301,True
094978131,Verweis,094978298,True
094978131,Verweis,09497828X,True
094978131,Verweis,094978271,True
094978131,Verweis,094978263,True
094978131,Verweis,094978255,True
094978131,Verweis,094978247,True
094978131,Verweis,094978239,True
094978131,Verweis,094978220,True
094978131,Verweis,094977011,True
094978131,Verweis,09490524X,True
094978131,Verweis,094976937,True
094978131,Verweis,094976953,True
094978131,Verweis,094978212,True
094978131,Verweis,094978204,True
094978131,Verweis,094978190,True
094978131,Verweis,094976945,True
094978131,Verweis,094976929,True
094978131,Verweis,094978182,True
094978131,Verweis,094978174,True
094978131,Verweis,094978166,True
094978131,Verweis,094978158,True
094978131,Verweis,09497814X,True
094978131,Verweis,NEU-094978131-111,True
094978131,Verweis,NEU-094978131-112,True
094978131,Verweis,094978123,True
094978131,Verweis,094978115,True
094978131,Verweis,094978107,True
094978131,Verweis,094978093,True
094978131,Verweis,094978085,True
094978131,Verweis,094978077,True
094978131,Verweis,094978069,True
094978131,Verweis,094978050,True
094978131,Verweis,094978042,True
094978131,Verweis,094976880,True
094978131,Verweis,094978034,True
094978131,Verweis,094947325,True
094978131,Verweis,094978026,True
094978131,Verweis,094916306,True
NEU-094978131-112,Verweis,094978131,True
094899398,Volltext,094971870,True
094899398,Verweis,094971870,True
094978123,Verweis,094927405,True
094978123,Verweis,094977127,True
094978123,Verweis,09497702X,True
094978123,Verweis,094978301,True
094978123,Verweis,094978298,True
094978123,Verweis,09497828X,True
094978123,Verweis,094978271,True
094978123,Verweis,094978263,True
094978123,Verweis,094978255,True
094978123,Verweis,094978247,True
094978123,Verweis,094978239,True
094978123,Verweis,094978220,True
094978123,Verweis,094977011,True
094978123,Verweis,09490524X,True
094978123,Verweis,094976937,True
094978123,Verweis,094976953,True
094978123,Verweis,094978212,True
094978123,Verweis,094978204,True
094978123,Verweis,094978190,True
094978123,Verweis,094976945,True
094978123,Verweis,094976929,True
094978123,Verweis,094978182,True
094978123,Verweis,094978174,True
094978123,Verweis,094978166,True
094978123,Verweis,094978158,True
094978123,Verweis,09497814X,True
094978123,Verweis,094978131,True
094978123,Verweis,NEU-094978123-113,True
094978123,Verweis,NEU-094978123-114,True
094978123,Verweis,094978115,True
094978123,Verweis,094978107,True
094978123,Verweis,094978093,True
094978123,Verweis,094978085,True
094978123,Verweis,094978077,True
094978123,Verweis,094978069,True
094978123,Verweis,094978050,True
094978123,Verweis,094978042,True
094978123,Verweis,094976880,True
094978123,Verweis,094978034,True
094978123,Verweis,094947325,True
094978123,Verweis,094978026,True
094978123,Verweis,094916306,True
NEU-094978123-114,Verweis,094978123,True
094978115,Verweis,094927405,True
094978115,Verweis,094977127,True
094978115,Verweis,09497702X,True
094978115,Verweis,094978301,True
094978115,Verweis,094978298,True
094978115,Verweis,09497828X,True
094978115,Verweis,094978271,True
094978115,Verweis,094978263,True
094978115,Verweis,094978255,True
094978115,Verweis,094978247,True
094978115,Verweis,094978239,True
094978115,Verweis,094978220,True
094978115,Verweis,094977011,True
094978115,Verweis,09490524X,True
094978115,Verweis,094976937,True
094978115,Verweis,094976953,True
094978115,Verweis,094978212,True
094978115,Verweis,094978204,True
094978115,Verweis,094978190,True
094978115,Verweis,094976945,True
094978115,Verweis,094976929,True
094978115,Verweis,094978182,True
094978115,Verweis,094978174,True
094978115,Verweis,094978166,True
094978115,Verweis,094978158,True
094978115,Verweis,09497814X,True
094978115,Verweis,094978131,True
094978115,Verweis,094978123,True
094978115,Verweis,NEU-094978115-115,True
094978115,Verweis,NEU-094978115-116,True
094978115,Verweis,094978107,True
094978115,Verweis,094978093,True
094978115,Verweis,094978085,True
094978115,Verweis,094978077,True
094978115,Verweis,094978069,True
094978115,Verweis,094978050,True
094978115,Verweis,094978042,True
094978115,Verweis,094976880,True
094978115,Verweis,094978034,True
094978115,Verweis,094947325,True
094978115,Verweis,094978026,True
094978115,Verweis,094916306,True
NEU-094978115-116,Verweis,094978115,True
094978107,Verweis,094927405,True
094978107,Verweis,094977127,True
094978107,Verweis,09497702X,True
094978107,Verweis,094978301,True
094978107,Verweis,094978298,True
094978107,Verweis,09497828X,True
094978107,Verweis,094978271,True
094978107,Verweis,094978263,True
094978107,Verweis,094978255,True
094978107,Verweis,094978247,True
094978107,Verweis,094978239,True
094978107,Verweis,094978220,True
094978107,Verweis,094977011,True
094978107,Verweis,09490524X,True
094978107,Verweis,094976937,True
094978107,Verweis,094976953,True
094978107,Verweis,094978212,True
094978107,Verweis,094978204,True
094978107,Verweis,094978190,True
094978107,Verweis,094976945,True
094978107,Verweis,094976929,True
094978107,Verweis,094978182,True
094978107,Verweis,094978174,True
094978107,Verweis,094978166,True
094978107,Verweis,094978158,True
094978107,Verweis,09497814X,True
094978107,Verweis,094978131,True
094978107,Verweis,094978123,True
094978107,Verweis,094978115,True
094978107,Verweis,NEU-094978107-117,True
094978107,Verweis,NEU-094978107-118,True
094978107,Verweis,094978093,True
094978107,Verweis,094978085,True
094978107,Verweis,094978077,True
094978107,Verweis,094978069,True
094978107,Verweis,094978050,True
094978107,Verweis,094978042,True
094978107,Verweis,094976880,True
094978107,Verweis,094978034,True
094978107,Verweis,094947325,True
094978107,Verweis,094978026,True
094978107,Verweis,094916306,True
NEU-094978107-118,Verweis,094978107,True
09493469X,Verweis,094907218,True
094978093,Verweis,094927405,True
094978093,Verweis,094977127,True
094978093,Verweis,09497702X,True
094978093,Verweis,094978301,True
094978093,Verweis,094978298,True
094978093,Verweis,09497828X,True
094978093,Verweis,094978271,True
094978093,Verweis,094978263,True
094978093,Verweis,094978255,True
094978093,Verweis,094978247,True
094978093,Verweis,094978239,True
094978093,Verweis,094978220,True
094978093,Verweis,094977011,True
094978093,Verweis,09490524X,True
094978093,Verweis,094976937,True
094978093,Verweis,094976953,True
094978093,Verweis,094978212,True
094978093,Verweis,094978204,True
094978093,Verweis,094978190,True
094978093,Verweis,094976945,True
094978093,Verweis,094976929,True
094978093,Verweis,094978182,True
094978093,Verweis,094978174,True
094978093,Verweis,094978166,True
094978093,Verweis,094978158,True
094978093,Verweis,09497814X,True
094978093,Verweis,094978131,True
094978093,Verweis,094978123,True
094978093,Verweis,094978115,True
094978093,Verweis,094978107,True
094978093,Verweis,NEU-094978093-119,True
094978093,Verweis,NEU-094978093-120,True
094978093,Verweis,094978085,True
094978093,Verweis,094978077,True
094978093,Verweis,094978069,True
094978093,Verweis,094978050,True
094978093,Verweis,094978042,True
094978093,Verweis,094976880,True
094978093,Verweis,094978034,True
094978093,Verweis,094947325,True
094978093,Verweis,094978026,True
094978093,Verweis,094916306,True
NEU-094978093-120,Verweis,094978093,True
094978085,Verweis,094927405,True
094978085,Verweis,094977127,True
094978085,Verweis,09497702X,True
094978085,Verweis,094978301,True
094978085,Verweis,094978298,True
094978085,Verweis,09497828X,True
094978085,Verweis,094978271,True
094978085,Verweis,094978263,True
094978085,Verweis,094978255,True
094978085,Verweis,094978247,True
094978085,Verweis,094978239,True
094978085,Verweis,094978220,True
094978085,Verweis,094977011,True
094978085,Verweis,09490524X,True
094978085,Verweis,094976937,True
094978085,Verweis,094976953,True
094978085,Verweis,094978212,True
094978085,Verweis,094978204,True
094978085,Verweis,094978190,True
094978085,Verweis,094976945,True
094978085,Verweis,094976929,True
094978085,Verweis,094978182,True
094978085,Verweis,094978174,True
094978085,Verweis,094978166,True
094978085,Verweis,094978158,True
094978085,Verweis,09497814X,True
094978085,Verweis,094978131,True
094978085,Verweis,094978123,True
094978085,Verweis,094978115,True
094978085,Verweis,094978107,True
094978085,Verweis,094978093,True
094978085,Verweis,NEU-094978085-121,True
094978085,Verweis,NEU-094978085-122,True
094978085,Verweis,094978077,True
094978085,Verweis,094978069,True
094978085,Verweis,094978050,True
094978085,Verweis,094978042,True
094978085,Verweis,094976880,True
094978085,Verweis,094978034,True
094978085,Verweis,094947325,True
094978085,Verweis,094978026,True
094978085,Verweis,094916306,True
NEU-094978085-122,Verweis,094978085,True
094978077,Verweis,094927405,True
094978077,Verweis,094977127,True
094978077,Verweis,09497702X,True
094978077,Verweis,094978301,True
094978077,Verweis,094978298,True
094978077,Verweis,09497828X,True
094978077,Verweis,094978271,True
094978077,Verweis,094978263,True
094978077,Verweis,094978255,True
094978077,Verweis,094978247,True
094978077,Verweis,094978239,True
094978077,Verweis,094978220,True
094978077,Verweis,094977011,True
094978077,Verweis,09490524X,True
094978077,Verweis,094976937,True
094978077,Verweis,094976953,True
094978077,Verweis,094978212,True
094978077,Verweis,094978204,True
094978077,Verweis,094978190,True
094978077,Verweis,094976945,True
094978077,Verweis,094976929,True
094978077,Verweis,094978182,True
094978077,Verweis,094978174,True
094978077,Verweis,094978166,True
094978077,Verweis,094978158,True
094978077,Verweis,09497814X,True
094978077,Verweis,094978131,True
094978077,Verweis,094978123,True
094978077,Verweis,094978115,True
094978077,Verweis,094978107,True
094978077,Verweis,094978093,True
094978077,Verweis,094978085,True
094978077,Verweis,NEU-094978077-123,True
094978077,Verweis,NEU-094978077-124,True
094978077,Verweis,094978069,True
094978077,Verweis,094978050,True
094978077,Verweis,094978042,True
094978077,Verweis,094976880,True
094978077,Verweis,094978034,True
094978077,Verweis,094947325,True
094978077,Verweis,094978026,True
094978077,Verweis,094916306,True
NEU-094978077-124,Verweis,094978077,True
094938679,Nachtrag,094955298,True
NEU-094955298-125,Verweis,094955298,True
094968977,Verweis,094949379,True
094968977,Verweis,094964882,True
094969507,Verweis,094915032,True
094907218,Verweis,09493469X,True
094961956,Verweis,094960887,True
094955298,Hauptteil,094938679,True
094955298,Verweis,NEU-094955298-125,True
094923744,Antwort,NEU-ANTWORT-21,True
NEU-ANTWORT-21,Antrittsrede,094923744,True
094915369,Antwort,NEU-ANTWORT-22,True
094914435,Antwort,NEU-ANTWORT-22,True
NEU-ANTWORT-22,Antrittsrede,094915369,True
NEU-ANTWORT-22,Antrittsrede,094914435,True
094978069,Verweis,094927405,True
094978069,Verweis,094977127,True
094978069,Verweis,09497702X,True
094978069,Verweis,094978301,True
094978069,Verweis,094978298,True
094978069,Verweis,09497828X,True
094978069,Verweis,094978271,True
094978069,Verweis,094978263,True
094978069,Verweis,094978255,True
094978069,Verweis,094978247,True
094978069,Verweis,094978239,True
094978069,Verweis,094978220,True
094978069,Verweis,094977011,True
094978069,Verweis,09490524X,True
094978069,Verweis,094976937,True
094978069,Verweis,094976953,True
094978069,Verweis,094978212,True
094978069,Verweis,094978204,True
094978069,Verweis,094978190,True
094978069,Verweis,094976945,True
094978069,Verweis,094976929,True
094978069,Verweis,094978182,True
094978069,Verweis,094978174,True
094978069,Verweis,094978166,True
094978069,Verweis,094978158,True
094978069,Verweis,09497814X,True
094978069,Verweis,094978131,True
094978069,Verweis,094978123,True
094978069,Verweis,094978115,True
094978069,Verweis,094978107,True
094978069,Verweis,094978093,True
094978069,Verweis,094978085,True
094978069,Verweis,094978077,True
094978069,Verweis,NEU-094978069-126,True
094978069,Verweis,NEU-094978069-127,True
094978069,Verweis,094978050,True
094978069,Verweis,094978042,True
094978069,Verweis,094976880,True
094978069,Verweis,094978034,True
094978069,Verweis,094947325,True
094978069,Verweis,094978026,True
094978069,Verweis,094916306,True
NEU-094978069-127,Verweis,094978069,True
094907390,Verweis,094922179,True
NEU-094922179-139,Verweis,094922179,True
094978050,Verweis,094927405,True
094978050,Verweis,094977127,True
094978050,Verweis,09497702X,True
094978050,Verweis,094978301,True
094978050,Verweis,094978298,True
094978050,Verweis,09497828X,True
094978050,Verweis,094978271,True
094978050,Verweis,094978263,True
094978050,Verweis,094978255,True
094978050,Verweis,094978247,True
094978050,Verweis,094978239,True
094978050,Verweis,094978220,True
094978050,Verweis,094977011,True
094978050,Verweis,09490524X,True
094978050,Verweis,094976937,True
094978050,Verweis,094976953,True
094978050,Verweis,094978212,True
094978050,Verweis,094978204,True
094978050,Verweis,094978190,True
094978050,Verweis,094976945,True
094978050,Verweis,094976929,True
094978050,Verweis,094978182,True
094978050,Verweis,094978174,True
094978050,Verweis,094978166,True
094978050,Verweis,094978158,True
094978050,Verweis,09497814X,True
094978050,Verweis,094978131,True
094978050,Verweis,094978123,True
094978050,Verweis,094978115,True
094978050,Verweis,094978107,True
094978050,Verweis,094978093,True
094978050,Verweis,094978085,True
094978050,Verweis,094978077,True
094978050,Verweis,094978069,True
094978050,Verweis,NEU-094978050-128,True
094978050,Verweis,NEU-094978050-129,True
094978050,Verweis,094978042,True
094978050,Verweis,094976880,True
094978050,Verweis,094978034,True
094978050,Verweis,094947325,True
094978050,Verweis,094978026,True
094978050,Verweis,094916306,True
NEU-094978050-129,Verweis,094978050,True
094933081,Verweis,094968543,True
094978042,Verweis,094927405,True
094978042,Verweis,094977127,True
094978042,Verweis,09497702X,True
094978042,Verweis,094978301,True
094978042,Verweis,094978298,True
094978042,Verweis,09497828X,True
094978042,Verweis,094978271,True
094978042,Verweis,094978263,True
094978042,Verweis,094978255,True
094978042,Verweis,094978247,True
094978042,Verweis,094978239,True
094978042,Verweis,094978220,True
094978042,Verweis,094977011,True
094978042,Verweis,09490524X,True
094978042,Verweis,094976937,True
094978042,Verweis,094976953,True
094978042,Verweis,094978212,True
094978042,Verweis,094978204,True
094978042,Verweis,094978190,True
094978042,Verweis,094976945,True
094978042,Verweis,094976929,True
094978042,Verweis,094978182,True
094978042,Verweis,094978174,True
094978042,Verweis,094978166,True
094978042,Verweis,094978158,True
094978042,Verweis,09497814X,True
094978042,Verweis,094978131,True
094978042,Verweis,094978123,True
094978042,Verweis,094978115,True
094978042,Verweis,094978107,True
094978042,Verweis,094978093,True
094978042,Verweis,094978085,True
094978042,Verweis,094978077,True
094978042,Verweis,094978069,True
094978042,Verweis,094978050,True
094978042,Verweis,NEU-094978042-130,True
094978042,Verweis,NEU-094978042-131,True
094978042,Verweis,094976880,True
094978042,Verweis,094978034,True
094978042,Verweis,094947325,True
094978042,Verweis,094978026,True
094978042,Verweis,094916306,True
NEU-094978042-131,Verweis,094978042,True
094949379,Verweis,094968977,True
094976880,Verweis,094927405,True
094976880,Verweis,094977127,True
094976880,Verweis,09497702X,True
094976880,Verweis,094978301,True
094976880,Verweis,094978298,True
094976880,Verweis,09497828X,True
094976880,Verweis,094978271,True
094976880,Verweis,094978263,True
094976880,Verweis,094978255,True
094976880,Verweis,094978247,True
094976880,Verweis,094978239,True
094976880,Verweis,094978220,True
094976880,Verweis,094977011,True
094976880,Verweis,09490524X,True
094976880,Verweis,094976937,True
094976880,Verweis,094976953,True
094976880,Verweis,094978212,True
094976880,Verweis,094978204,True
094976880,Verweis,094978190,True
094976880,Verweis,094976945,True
094976880,Verweis,094976929,True
094976880,Verweis,094978182,True
094976880,Verweis,094978174,True
094976880,Verweis,094978166,True
094976880,Verweis,094978158,True
094976880,Verweis,09497814X,True
094976880,Verweis,094978131,True
094976880,Verweis,094978123,True
094976880,Verweis,094978115,True
094976880,Verweis,094978107,True
094976880,Verweis,094978093,True
094976880,Verweis,094978085,True
094976880,Verweis,094978077,True
094976880,Verweis,094978069,True
094976880,Verweis,094978050,True
094976880,Verweis,094978042,True
094976880,Verweis,NEU-094976880-132,True
094976880,Verweis,NEU-094976880-133,True
094976880,Verweis,094978034,True
094976880,Verweis,094947325,True
094976880,Verweis,094978026,True
094976880,Verweis,094916306,True
NEU-094976880-133,Verweis,094976880,True
094978034,Verweis,094927405,True
094978034,Verweis,094977127,True
094978034,Verweis,09497702X,True
094978034,Verweis,094978301,True
094978034,Verweis,094978298,True
094978034,Verweis,09497828X,True
094978034,Verweis,094978271,True
094978034,Verweis,094978263,True
094978034,Verweis,094978255,True
094978034,Verweis,094978247,True
094978034,Verweis,094978239,True
094978034,Verweis,094978220,True
094978034,Verweis,094977011,True
094978034,Verweis,09490524X,True
094978034,Verweis,094976937,True
094978034,Verweis,094976953,True
094978034,Verweis,094978212,True
094978034,Verweis,094978204,True
094978034,Verweis,094978190,True
094978034,Verweis,094976945,True
094978034,Verweis,094976929,True
094978034,Verweis,094978182,True
094978034,Verweis,094978174,True
094978034,Verweis,094978166,True
094978034,Verweis,094978158,True
094978034,Verweis,09497814X,True
094978034,Verweis,094978131,True
094978034,Verweis,094978123,True
094978034,Verweis,094978115,True
094978034,Verweis,094978107,True
094978034,Verweis,094978093,True
094978034,Verweis,094978085,True
094978034,Verweis,094978077,True
094978034,Verweis,094978069,True
094978034,Verweis,094978050,True
094978034,Verweis,094978042,True
094978034,Verweis,094976880,True
094978034,Verweis,NEU-094978034-134,True
094978034,Verweis,NEU-094978034-135,True
094978034,Verweis,094947325,True
094978034,Verweis,094978026,True
094978034,Verweis,094916306,True
NEU-094978034-135,Verweis,094978034,True
094947325,Verweis,094927405,True
094947325,Verweis,094977127,True
094947325,Verweis,09497702X,True
094947325,Verweis,094978301,True
094947325,Verweis,094978298,True
094947325,Verweis,09497828X,True
094947325,Verweis,094978271,True
094947325,Verweis,094978263,True
094947325,Verweis,094978255,True
094947325,Verweis,094978247,True
094947325,Verweis,094978239,True
094947325,Verweis,094978220,True
094947325,Verweis,094977011,True
094947325,Verweis,09490524X,True
094947325,Verweis,094976937,True
094947325,Verweis,094976953,True
094947325,Verweis,094978212,True
094947325,Verweis,094978204,True
094947325,Verweis,094978190,True
094947325,Verweis,094976945,True
094947325,Verweis,094976929,True
094947325,Verweis,094978182,True
094947325,Verweis,094978174,True
094947325,Verweis,094978166,True
094947325,Verweis,094978158,True
094947325,Verweis,09497814X,True
094947325,Verweis,094978131,True
094947325,Verweis,094978123,True
094947325,Verweis,094978115,True
094947325,Verweis,094978107,True
094947325,Verweis,094978093,True
094947325,Verweis,094978085,True
094947325,Verweis,094978077,True
094947325,Verweis,094978069,True
094947325,Verweis,094978050,True
094947325,Verweis,094978042,True
094947325,Verweis,094976880,True
094947325,Verweis,094978034,True
094947325,Verweis,NEU-094947325-136,True
094947325,Verweis,NEU-094947325-137,True
094947325,Verweis,094978026,True
094947325,Verweis,094916306,True
NEU-094947325-137,Verweis,094947325,True
094968543,Verweis,094933081,True
094922608,Antwort,NEU-ANTWORT-23,True
NEU-ANTWORT-23,Antrittsrede,094922608,True
094954119,Verweis,094921458,True
094954119,Verweis,094939411,True
094897573,Verweis,094909962,True
094897573,Verweis,NEU-094897573-138,True
094907404,Verweis,094896399,True
094921458,Verweis,094954119,True
094909962,Verweis,094897573,True
094922179,Verweis,094907390,True
094922179,Verweis,NEU-094922179-139,True
NEU-094897573-138,Verweis,094897573,True
094964696,Verweis,094959390,True
094896399,Verweis,094907404,True
094961204,Verweis,094923299,True
094915032,Verweis,094969507,True
094959390,Verweis,094964696,True
094960887,Verweis,094961956,True
09492984X,Verweis,094950849,True
094923299,Verweis,094961204,True
094964882,Verweis,094968977,True
094978026,Verweis,094927405,True
094978026,Verweis,094977127,True
094978026,Verweis,09497702X,True
094978026,Verweis,094978301,True
094978026,Verweis,094978298,True
094978026,Verweis,09497828X,True
094978026,Verweis,094978271,True
094978026,Verweis,094978263,True
094978026,Verweis,094978255,True
094978026,Verweis,094978247,True
094978026,Verweis,094978239,True
094978026,Verweis,094978220,True
094978026,Verweis,094977011,True
094978026,Verweis,09490524X,True
094978026,Verweis,094976937,True
094978026,Verweis,094976953,True
094978026,Verweis,094978212,True
094978026,Verweis,094978204,True
094978026,Verweis,094978190,True
094978026,Verweis,094976945,True
094978026,Verweis,094976929,True
094978026,Verweis,094978182,True
094978026,Verweis,094978174,True
094978026,Verweis,094978166,True
094978026,Verweis,094978158,True
094978026,Verweis,09497814X,True
094978026,Verweis,094978131,True
094978026,Verweis,094978123,True
094978026,Verweis,094978115,True
094978026,Verweis,094978107,True
094978026,Verweis,094978093,True
094978026,Verweis,094978085,True
094978026,Verweis,094978077,True
094978026,Verweis,094978069,True
094978026,Verweis,094978050,True
094978026,Verweis,094978042,True
094978026,Verweis,094976880,True
094978026,Verweis,094978034,True
094978026,Verweis,094947325,True
094978026,Verweis,NEU-094978026-140,True
094978026,Verweis,NEU-094978026-141,True
094978026,Verweis,094916306,True
NEU-094978026-141,Verweis,094978026,True
094932425,Nachtrag,NEU-094932425-142,True
094916306,Verweis,094927405,True
094916306,Verweis,094977127,True
094916306,Verweis,09497702X,True
094916306,Verweis,094978301,True
094916306,Verweis,094978298,True
094916306,Verweis,09497828X,True
094916306,Verweis,094978271,True
094916306,Verweis,094978263,True
094916306,Verweis,094978247,True
094916306,Verweis,094978239,True
094916306,Verweis,094978220,True
094916306,Verweis,094977011,True
094916306,Verweis,09490524X,True
094916306,Verweis,094976937,True
094916306,Verweis,094976953,True
094916306,Verweis,094978212,True
094916306,Verweis,094978204,True
094916306,Verweis,094978190,True
094916306,Verweis,094976945,True
094916306,Verweis,094976929,True
094916306,Verweis,094978182,True
094916306,Verweis,094978174,True
094916306,Verweis,094978166,True
094916306,Verweis,094978158,True
094916306,Verweis,09497814X,True
094916306,Verweis,094978131,True
094916306,Verweis,094978123,True
094916306,Verweis,094978115,True
094916306,Verweis,094978107,True
094916306,Verweis,094978093,True
094916306,Verweis,094978085,True
094916306,Verweis,094978077,True
094916306,Verweis,094978069,True
094916306,Verweis,094978050,True
094916306,Verweis,094978042,True
094916306,Verweis,094976880,True
094916306,Verweis,094978034,True
094916306,Verweis,094947325,True
094916306,Verweis,094978026,True
094916306,Verweis,094978255,True
094916306,Verweis,NEU-094916306-143,True
094916306,Verweis,NEU-094916306-144,True
NEU-094916306-144,Verweis,094916306,True
094968462,Hauptteil,09497036X,True
094968462,Verweis,09497036X,True
NEU-094932425-142,Hauptteil,094932425,True
094954615,Verweis,094968683,True
094936722,Antwort,NEU-ANTWORT-24,True
NEU-ANTWORT-24,Antrittsrede,094936722,True
09494184X,Verweis,094953708,True
094899355,Fortsetzung,09490457X,True
094939411,Verweis,094954119,True
53953742X,Antwort,539540153,True
094950156,Antwort,539540153,True
094933561,Antwort,539540153,True
539540153,Antrittsrede,53953742X,True
539540153,Antrittsrede,094950156,True
539540153,Antrittsrede,094933561,True
094911614,Verweis,094923035,True
094950849,Verweis,09492984X,True
094968683,Verweis,094954615,True
09492452X,Antwort,NEU-ANTWORT-25,True
NEU-ANTWORT-25,Antrittsrede,09492452X,True
094923191,Antwort,543512770,True
