autor_key,autor,jahr_von,jahr_bis,rang,score,gnd,gnd_name,geburt,tod,akademiemitglied,berufe,affiliation,lobid
heintz-wilhelm,"Heintz, Wilhelm",1844,1874,1,0.75,116673737,"Heintz, Wilhelm Heinrich",1817.0,1880.0,False,Chemiker; Hochschullehrer; Apotheker,Universität Halle (Saale),https://lobid.org/gnd/116673737
heintz-wilhelm,"Heintz, Wilhelm",1844,1874,2,0.75,12039619X,"Heintz, Wilhelm",1816.0,1843.0,False,Arzt,Literarischer Sonntags-Verein (Tunnel über der Spree) zu Berlin,https://lobid.org/gnd/12039619X
fritsch-gustav,"Fritsch, Gustav",1875,1896,1,0.825,115568808,"Fritsch, Gustav",1838.0,1927.0,False,Anthropologe; Arzt; Naturwissenschaftler; Physiologe,Friedrich-Wilhelms-Universität Berlin. Anatomisches Institut Berlin 1; Friedrich-Wilhelms-Universität Berlin. Physiologisches Institut; Friedrich-Wilhelms-Universität Berlin,https://lobid.org/gnd/115568808
fritsch-gustav,"Fritsch, Gustav",1875,1896,2,0.75,136029256,"Fritsch, Gustav",1806.0,1878.0,False,Jurist; Abgeordneter,,https://lobid.org/gnd/136029256
klein-karl,"Klein, Karl",1887,1899,1,0.75,116212349,"Klein, Karl",1819.0,1898.0,False,Bischof; Katholischer Theologe,Katholische Kirche. Diözese Limburg,https://lobid.org/gnd/116212349
klein-karl,"Klein, Karl",1887,1899,2,0.75,1273225031,"Klein, Carl",1861.0,1939.0,False,Pfarrer; Bibliothekar,,https://lobid.org/gnd/1273225031
klein-karl,"Klein, Karl",1887,1899,3,0.75,1328275760,"Klein-Hamburg, Karl",1843.0,,False,Schriftsteller,,https://lobid.org/gnd/1328275760
bastide-jean-baptiste,"Bastide, Jean Baptiste",1798,1807,1,0.75,1248806395,"Martin de la Bastide, Jean Baptiste",1760.0,1815.0,False,Kartograf; Essayist,,https://lobid.org/gnd/1248806395
bastide-jean-baptiste,"Bastide, Jean Baptiste",1798,1807,2,0.65,116080906,"Bastide, Jean-Baptiste",1737.0,1810.0,False,,,https://lobid.org/gnd/116080906
bastide-jean-baptiste,"Bastide, Jean Baptiste",1798,1807,3,0.65,122390784,"La Bastide, Jean-Baptiste Gallois de",1765.0,1817.0,False,,,https://lobid.org/gnd/122390784
kayser-heinrich,"Kayser, Heinrich",1884,1897,1,0.825,119464748,"Kayser, Heinrich",1853.0,1940.0,False,Physiker,Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher; Technische Hochschule Hannover; Friedrich-Wilhelms-Universität Berlin,https://lobid.org/gnd/119464748
kayser-heinrich,"Kayser, Heinrich",1884,1897,2,0.75,1033293350,"Kayser, Heinrich",1863.0,,False,Arzt,,https://lobid.org/gnd/1033293350
kayser-heinrich,"Kayser, Heinrich",1884,1897,3,0.65,119288540,"Kayser, Heinrich",1842.0,1917.0,False,Architekt,,https://lobid.org/gnd/119288540
weber-rudolf,"Weber, Rudolf",1856,1883,1,0.67,1162236353,"Fricke, Wilhelm",1839.0,1908.0,False,Lehrer; Schriftsteller,,https://lobid.org/gnd/1162236353
weber-rudolf,"Weber, Rudolf",1856,1883,2,0.225,1181258480,"Weber, Rudolf",1842.0,1905.0,False,Forstwissenschaftler,Ludwig-Maximilians-Universität München,https://lobid.org/gnd/1181258480
weber-rudolf,"Weber, Rudolf",1856,1883,3,0.225,130016195,"Weber, Rudolf",1843.0,1915.0,False,Schriftsteller,,https://lobid.org/gnd/130016195
schneider-robert,"Schneider, Robert",1855,1890,1,0.75,116837098,"Schneider, Robert",1807.0,1871.0,False,Jurist; Politiker; Justizminister,,https://lobid.org/gnd/116837098
schneider-robert,"Schneider, Robert",1855,1890,2,0.75,11682459X,"Schneider, Ernst Robert",1825.0,1900.0,False,Chemiker,,https://lobid.org/gnd/11682459X
schneider-robert,"Schneider, Robert",1855,1890,3,0.67,10428398X,"Schneider, Robert",1839.0,,False,Klassischer Philologe; Oberlehrer,,https://lobid.org/gnd/10428398X
studer-theophil,"Studer, Theophil",1876,1885,1,0.75,117354120,"Studer, Theophil",1845.0,1922.0,False,Zoologe; Arzt,Universität Bern,https://lobid.org/gnd/117354120
studer-theophil,"Studer, Theophil",1876,1885,2,0.67,117354058,"Studer, Gottlieb Ludwig",1801.0,1889.0,False,Historiker; Theologe; Hochschullehrer,Universität Bern,https://lobid.org/gnd/117354058
vogel-hermann-wilhelm,"Vogel, Hermann Wilhelm",1862,1888,1,0.75,1048190714,"Vogel, Hermann",1841.0,1917.0,False,Unternehmer; Kunstsammler; Numismatiker; Geheimer Rat,,https://lobid.org/gnd/1048190714
vogel-hermann-wilhelm,"Vogel, Hermann Wilhelm",1862,1888,2,0.725,117463191,"Vogel, Hermann Wilhelm",1834.0,1898.0,False,,Technische Hochschule Berlin; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/117463191
konig-arthur,"König, Arthur",1884,1897,1,0.75,116302747,"König, Arthur",1856.0,1901.0,False,Physiker; Physiologe,,https://lobid.org/gnd/116302747
konig-arthur,"König, Arthur",1884,1897,2,0.75,116302755,"König, Arthur",1843.0,1921.0,False,Katholischer Religionslehrer; Katholischer Theologe; Dompropst,Universität Breslau,https://lobid.org/gnd/116302755
konig-arthur,"König, Arthur",1884,1897,3,0.65,1247002357,"König, Arthur",1859.0,1945.0,False,Forstamtsleiter,,https://lobid.org/gnd/1247002357
hirschfeld-gustav,"Hirschfeld, Gustav",1874,1888,1,0.75,101160097,"Hirschfeld, Gustav",1847.0,1895.0,False,Archäologe,Albertus-Universität zu Königsberg i. Pr.,https://lobid.org/gnd/101160097
hirschfeld-gustav,"Hirschfeld, Gustav",1874,1888,2,0.75,116188898,"Birch-Hirschfeld, Adolf",1849.0,1917.0,False,Philologe; Romanist; Hochschullehrer,Justus-Liebig-Universität Gießen; Universität Leipzig,https://lobid.org/gnd/116188898
hirschfeld-gustav,"Hirschfeld, Gustav",1874,1888,3,0.67,12306483X,"Hirschfeld, Gustav",1857.0,1938.0,False,Politiker,,https://lobid.org/gnd/12306483X
karsten-hermann,"Karsten, Hermann",1849,1860,1,0.825,116186909,"Karsten, Hermann",1817.0,1908.0,False,Biologe; Botaniker; Geologe; Forschungsreisender,Universität Wien; Friedrich-Wilhelms-Universität Berlin; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116186909
karsten-hermann,"Karsten, Hermann",1849,1860,2,0.825,116186887,"Karsten, Hermann",1809.0,1877.0,False,Geologe; Mathematiker,Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116186887
karsten-hermann,"Karsten, Hermann",1849,1860,3,0.75,120907690,"Karsten, Hermann",1801.0,1882.0,False,Diakon; Superintendent; Evangelischer Theologe; Evangelischer Religionslehrer,,https://lobid.org/gnd/120907690
naude-philipp-der-jungere,"Naude, Philipp der jüngere",1710,1746,1,1.0,138677123,"Naudé, Philipp",1684.0,1745.0,True,Mathematiker,,https://lobid.org/gnd/138677123
naude-philipp-der-jungere,"Naude, Philipp der jüngere",1710,1746,2,1.0,129964026,"Naudé, Philippe",1654.0,1729.0,True,Mathematiker,,https://lobid.org/gnd/129964026
rodiger-emil,"Rödiger, Emil",1864,1876,1,0.65,116581050,"Rödiger, Emil",1801.0,1874.0,False,Orientalist,,https://lobid.org/gnd/116581050
wulff-ludwig,"Wulff, Ludwig",1893,1896,1,0.75,1047477793,"Wulff, Ludwig",1859.0,,False,Arzt,,https://lobid.org/gnd/1047477793
wulff-ludwig,"Wulff, Ludwig",1893,1896,2,0.65,129221341,"Wulff, Heinrich Carl Hans Ludwig",1855.0,1930.0,False,Oberlehrer; Pädagoge,,https://lobid.org/gnd/129221341
wulff-ludwig,"Wulff, Ludwig",1893,1896,3,0.171,1231070544,"Wulff, Ludwig Christoph",1815.0,1882.0,False,,,https://lobid.org/gnd/1231070544
nagel-wilhelm,"Nagel, Wilhelm",1887,1892,1,0.75,1012760375,"Nagel, Wilhelm",1866.0,1945.0,False,Maler; Künstler; Hochschullehrer,,https://lobid.org/gnd/1012760375
nagel-wilhelm,"Nagel, Wilhelm",1887,1892,2,0.75,116880295,"Nagel, Wilhelm",1856.0,1937.0,False,Arzt; Gynäkologe,,https://lobid.org/gnd/116880295
nagel-wilhelm,"Nagel, Wilhelm",1887,1892,3,0.67,1031896074,"Nagel, Wilhelm",1868.0,,False,Arzt,,https://lobid.org/gnd/1031896074
weber-heinrich-friedrich,"Weber, Heinrich Friedrich",1880,1888,1,0.75,117163120,"Weber, Heinrich Friedrich",1843.0,1912.0,False,Physiker; Hochschullehrer,,https://lobid.org/gnd/117163120
weber-heinrich-friedrich,"Weber, Heinrich Friedrich",1880,1888,2,0.75,118765833,"Weber, Friedrich Wilhelm",1813.0,1894.0,False,Schriftsteller; Lyriker; Übersetzer; Arzt,Deutsche Zentrumspartei; Preußen. Landtag,https://lobid.org/gnd/118765833
strahl-johannes-karl,"Strahl, Johannes Karl",1861,1862,1,0.65,121167429,"Strahl, Johannes Carl",1820.0,,False,,,https://lobid.org/gnd/121167429
holtz-wilhelm,"Holtz, Wilhelm",1875,1876,1,0.75,102611416,"Holtz, Wilhelm",1836.0,1913.0,False,Physiker; Erfinder,,https://lobid.org/gnd/102611416
holtz-wilhelm,"Holtz, Wilhelm",1875,1876,2,0.65,115762264X,"Holtz, Wilhelm von",1828.0,1892.0,False,Landrat,,https://lobid.org/gnd/115762264X
holtz-wilhelm,"Holtz, Wilhelm",1875,1876,3,0.171,116970081,"Holtz, Wilhelm Gottfried Karl von",1801.0,1868.0,False,,,https://lobid.org/gnd/116970081
rohde-emil,"Rohde, Emil",1886,1892,1,0.75,116597216,"Rohde, Emil",1858.0,,False,Zoologe,,https://lobid.org/gnd/116597216
rohde-emil,"Rohde, Emil",1886,1892,2,0.65,116597224,"Rohde, Emil",1839.0,1913.0,False,Schauspieler; Schauspieler,,https://lobid.org/gnd/116597224
rohde-emil,"Rohde, Emil",1886,1892,3,0.195,116597232,"Rohde, Emil",1874.0,,False,Schauspieler,,https://lobid.org/gnd/116597232
borchardt-ludwig,"Borchardt, Ludwig",1888,1898,1,0.75,116246243,"Borchardt, Ludwig",1863.0,1938.0,False,Ägyptologe; Architekt,Deutsches Institut für Ägyptische Altertumskunde in Kairo; Borchardt-Institut für Ägyptische Bauforschung und Altertumskunde,https://lobid.org/gnd/116246243
borchardt-ludwig,"Borchardt, Ludwig",1888,1898,2,0.67,1054445818,"Borchardt, Ludwig",1816.0,1883.0,False,Arzt,,https://lobid.org/gnd/1054445818
boll-franz,"Boll, Franz",1875,1877,1,0.75,118513060,"Boll, Franz",1849.0,1879.0,False,Arzt; Physiologe,,https://lobid.org/gnd/118513060
boll-franz,"Boll, Franz",1875,1877,2,0.75,118661191,"Boll, Franz",1805.0,1875.0,False,Theologe; Pfarrer; Pädagoge; Historiker,,https://lobid.org/gnd/118661191
hermann-leonhard-david,"Hermann, Leonhard David",1734,1781,1,0.65,128898208,"Hermann, Leonhard David",1670.0,1736.0,False,Pfarrer; Heimatkundler,,https://lobid.org/gnd/128898208
blau-otto,"Blau, Otto",1855,1870,1,0.65,116200790,"Blau, Ernst Otto Friedrich August",1828.0,1879.0,False,Orientalist; Konsul; Diplomat,,https://lobid.org/gnd/116200790
kruger-paul,"Krüger, Paul",1879,1880,1,0.75,116563540,"Krüger, Paul",1840.0,1926.0,False,Jurist,,https://lobid.org/gnd/116563540
kruger-paul,"Krüger, Paul",1879,1880,2,0.75,118778099,"Kruger, Paul",1825.0,1904.0,False,Politiker; Präsident,,https://lobid.org/gnd/118778099
kruger-paul,"Krüger, Paul",1879,1880,3,0.65,1077504918,"Krueger, Paul",1847.0,1914.0,False,Oberlehrer,,https://lobid.org/gnd/1077504918
hopf-karl,"Hopf, Karl",1862,1864,1,0.75,1210885387,"Hopf, Karl Sebastian",1808.0,1889.0,False,Pfarrer; Lutherischer Theologe; Dekan <Kirche>,,https://lobid.org/gnd/1210885387
hopf-karl,"Hopf, Karl",1862,1864,2,0.75,116981288,"Hopf, Carl",1832.0,1873.0,False,Historiker; Byzantinist; Hochschullehrer; Bibliothekar,,https://lobid.org/gnd/116981288
hopf-karl,"Hopf, Karl",1862,1864,3,0.65,1166333884,"Hopf, Karl",1808.0,1889.0,False,Pfarrer,,https://lobid.org/gnd/1166333884
auerbach-leopold,"Auerbach, Leopold",1890,1893,1,0.825,116859709,"Auerbach, Leopold",1828.0,1897.0,False,Arzt; Neurologe; Anatom; Pathologe,Universität Breslau; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116859709
auerbach-leopold,"Auerbach, Leopold",1890,1893,2,0.75,129632228,"Auerbach, Leopold",1847.0,1925.0,False,Jurist; Schriftsteller; Journalist,,https://lobid.org/gnd/129632228
auerbach-leopold,"Auerbach, Leopold",1890,1893,3,0.75,123585180X,"Auerbach, Leopold",1857.0,1936.0,False,Arzt; Neurologe,,https://lobid.org/gnd/123585180X
will-ludwig,"Will, Ludwig",1889,1898,1,0.75,117386790,"Will, Ludwig",1861.0,1946.0,False,Zoologe; Hochschullehrer,Universität Rostock,https://lobid.org/gnd/117386790
will-ludwig,"Will, Ludwig",1889,1898,2,0.75,101785341X,"Willutzky, Ludwig Oskar",1847.0,1932.0,False,Schauspieler; Schriftsteller; Regisseur; Regisseur,,https://lobid.org/gnd/101785341X
hildebrandt-johann-maria,"Hildebrandt, Johann Maria",1875,1880,1,0.65,116804211,"Hildebrandt, Johann Maria",1847.0,1881.0,False,,,https://lobid.org/gnd/116804211
clairaut-jean-baptiste,"Clairaut, Jean Baptiste",1734,1743,1,0.67,1160412200,"Clairaut, Jean-Baptiste",1716.0,1733.0,False,Mathematiker; Geodät,,https://lobid.org/gnd/1160412200
mendelssohn-moritz,"Mendelssohn, Moritz",1882,1885,1,0.282,1384086668,"Mendelsohn, Felix",,1933.0,False,Redakteur,,https://lobid.org/gnd/1384086668
langerhans-paul,"Langerhans, Paul",1877,1878,1,0.75,104242213,"Langerhans, Paul",1820.0,1909.0,False,Arzt; Politiker; Abgeordneter,Deutsches Reich. Reichstag,https://lobid.org/gnd/104242213
langerhans-paul,"Langerhans, Paul",1877,1878,2,0.75,118847031,"Langerhans, Paul",1847.0,1888.0,False,Arzt,Zoologischer Garten Berlin. Aquarium,https://lobid.org/gnd/118847031
gottsche-karl,"Gottsche, Karl",1886,1887,1,0.75,116798025,"Gottsche, Carl",1855.0,1909.0,False,Geologe; Mineraloge; Paläontologe,Mineralogisch-Geologisches Institut (Hamburg); Tōkyō Daigaku; Naturhistorisches Museum (Hamburg),https://lobid.org/gnd/116798025
gottsche-karl,"Gottsche, Karl",1886,1887,2,0.745,117550434,"Gottsche, Karl Moritz",1808.0,1892.0,False,Arzt; Botaniker,Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/117550434
harold-edgar-freiherr-von,"Harold, Edgar Freiherr von",1878,1880,1,0.65,116483806,"Harold, Edgar von",1830.0,1886.0,False,Major,,https://lobid.org/gnd/116483806
bauer-max,"Bauer, Max",1877,1881,1,0.825,116085614,"Bauer, Max",1844.0,1917.0,False,Geologe; Mineraloge; Hochschullehrer; Schriftsteller,Königliche Albertus-Universität zu Königsberg i. Pr.; Philipps-Universität Marburg; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116085614
bauer-max,"Bauer, Max",1877,1881,2,0.75,113668775,"Bauer, Max",1829.0,1914.0,False,Schriftsteller; Jurist; Landwirt,,https://lobid.org/gnd/113668775
bauer-max,"Bauer, Max",1877,1881,3,0.57,118653768,"Bauer, Max",1861.0,1932.0,False,Publizist; Journalist,,https://lobid.org/gnd/118653768
wiebe-hermann-friedrich,"Wiebe, Hermann Friedrich",1884,1885,1,0.65,173171729,"Wiebe, Hermann F.",1852.0,,False,,,https://lobid.org/gnd/173171729
hildebrand-friedrich,"Hildebrand, Friedrich",1866,1872,1,0.825,116802502,"Hildebrand, Friedrich",1835.0,1915.0,False,Botaniker,Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116802502
hildebrand-friedrich,"Hildebrand, Friedrich",1866,1872,2,0.75,118550942,"Hildebrand, Bruno",1812.0,1878.0,False,Wirtschaftswissenschaftler; Staatswissenschaftler; Jurist; Politiker,Friedrich-Schiller-Universität Jena; Philipps-Universität Marburg,https://lobid.org/gnd/118550942
hildebrand-friedrich,"Hildebrand, Friedrich",1866,1872,3,0.65,1314903101,"Hildebrand, Friedrich Wilhelm",1833.0,1944.0,False,Oberlehrer,,https://lobid.org/gnd/1314903101
hertz-martin,"Hertz, Martin",1847,1891,1,0.75,116754427,"Hertz, Martin",1818.0,1895.0,False,Philologe; Klassischer Philologe,,https://lobid.org/gnd/116754427
hertz-martin,"Hertz, Martin",1847,1891,2,0.75,117523437,"Hertz, Martin",1817.0,1879.0,False,Politiker,,https://lobid.org/gnd/117523437
schneider-anton,"Schneider, Anton",1856,1861,1,0.825,116822759,"Schneider, Friedrich Anton",1831.0,1890.0,False,Zoologe; Cytologe,Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/116822759
schneider-anton,"Schneider, Anton",1856,1861,2,0.75,106753122X,"Schneider, Anton",1798.0,1867.0,False,Pädagoge; Schulleiter; Schriftsteller,,https://lobid.org/gnd/106753122X
schneider-anton,"Schneider, Anton",1856,1861,3,0.67,143479296,"Schneider, Anton Rudolf",1841.0,1900.0,False,Politiker; Gymnasiallehrer; Zoologe,Deutsche Königliche Böhmische Landwirtschaftliche Landesmittelschule in Kaaden,https://lobid.org/gnd/143479296
schmidt-karl,"Schmidt, Karl",1891,1896,1,0.825,117644293,"Schmidt, Karl Eduard Franz",1862.0,1946.0,False,Physiker; Hochschullehrer,Königliche Albertus-Universität zu Königsberg i. Pr.; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher; Kaiser-Wilhelms-Universität Straßburg,https://lobid.org/gnd/117644293
schmidt-karl,"Schmidt, Karl",1891,1896,2,0.75,142011479,"Schmidt, Karl",1869.0,1948.0,False,Gymnasiallehrer; Klassischer Philologe; Pädagoge; Musiklehrer,Königliches Konservatorium der Musik zu Leipzig; Großherzoglich Hessisches Gymnasium Fridericianum (Laubach),https://lobid.org/gnd/142011479
schmidt-karl,"Schmidt, Karl",1891,1896,3,0.75,1053271743,"Schmidt, Karl",1830.0,,False,Pädagoge; Gymnasiallehrer; Klassischer Philologe; Lateinlehrer,,https://lobid.org/gnd/1053271743
gross-theodor,"Gross, Theodor",1877,1879,1,0.65,1055351116,"Gross, Theodor",1846.0,1913.0,False,,,https://lobid.org/gnd/1055351116
gross-theodor,"Gross, Theodor",1877,1879,2,0.442,120034050,"Groß, Theodor Hermann",1819.0,,False,,,https://lobid.org/gnd/120034050
schumann-karl,"Schumann, Karl",1889,1900,1,0.825,117294713,"Schumann, Karl",1851.0,1904.0,False,Botaniker,Botanisches Museum zu Berlin; Deutsche Kakteen-Gesellschaft; Kaiserlich Leopoldinisch-Carolinische Deutsche Akademie der Naturforscher,https://lobid.org/gnd/117294713
schumann-karl,"Schumann, Karl",1889,1900,2,0.75,130681075,"Schumann, Carl",1828.0,,False,Arzt,,https://lobid.org/gnd/130681075
schumann-karl,"Schumann, Karl",1889,1900,3,0.67,1159532508,"Schumann, Carl",1872.0,1943.0,False,Mundartschriftsteller; Tischler,,https://lobid.org/gnd/1159532508
schultz-sellack-karl,"Schultz-sellack, Karl",1869,1871,1,0.55,1159096171,"Schultz-Sellack, Karl",,,False,,,https://lobid.org/gnd/1159096171
schubring-julius,"Schubring, Julius",1865,1866,1,0.75,133675491,"Schubring, Julius",1839.0,1914.0,False,Klassischer Philologe; Pädagoge; Gymnasiallehrer,Katharineum zu Lübeck,https://lobid.org/gnd/133675491
schubring-julius,"Schubring, Julius",1865,1866,2,0.75,119020238,"Schubring, Julius",1806.0,1889.0,False,Theologe; Pfarrer; Diakon; Konsistorialrat,,https://lobid.org/gnd/119020238
schulze-franz,"Schulze, Franz",1844,1855,1,0.75,115754016,"Schulze, Franz Ferdinand",1815.0,1873.0,False,Chemiker; Hochschullehrer,Universität Rostock,https://lobid.org/gnd/115754016
schulze-franz,"Schulze, Franz",1844,1855,2,0.75,118762575,"Schulze-Delitzsch, Hermann",1808.0,1883.0,False,Politiker; Volkswirt; Jurist; Abgeordneter,Deutsche Fortschrittspartei,https://lobid.org/gnd/118762575
schulze-franz,"Schulze, Franz",1844,1855,3,0.67,104297824,"Schulze, Franz",1764.0,1844.0,False,Pfarrer; Evangelischer Theologe,,https://lobid.org/gnd/104297824
schroeder-paul,"Schroeder, Paul",1872,1884,1,0.75,117646571,"Schroeder, Paul",1844.0,1912.0,False,Konsul; Klassischer Philologe; Orientalist; Philologe,,https://lobid.org/gnd/117646571
schroeder-paul,"Schroeder, Paul",1872,1884,2,0.75,117079073,"Schroeder, Paul",1851.0,1900.0,False,Schauspieler; Schriftsteller; Schauspieler; Schriftsteller,,https://lobid.org/gnd/117079073
schroeder-paul,"Schroeder, Paul",1872,1884,3,0.75,131787764,"Schroeder, Paul",1841.0,,False,Arzt,,https://lobid.org/gnd/131787764
spiess-n,"Spiess, N",1727,1781,1,0.235,130803154,Spiess,,,False,,,https://lobid.org/gnd/130803154
spiess-n,"Spiess, N",1727,1781,2,0.225,132309386,"Spiess, Fred Noel",1919.0,,False,Physiker; Meereskundler,,https://lobid.org/gnd/132309386
spiess-n,"Spiess, N",1727,1781,3,0.195,1319068944,"Spiess, Johann Nepomuk",1838.0,1887.0,False,Maler; Künstler,,https://lobid.org/gnd/1319068944
holst-gabriel,"Holst, Gabriel",1727,1781,1,0.55,1157526381,"Holst, Gabriel",,,False,,,https://lobid.org/gnd/1157526381
holst-gabriel,"Holst, Gabriel",1727,1781,2,0.111,117453528,"Scott, Gabriel",1874.0,1958.0,False,Schriftsteller,,https://lobid.org/gnd/117453528
johrenius-martin-daniel,"Johrenius, Martin Daniel",1727,1781,1,0.195,100364098,"Johren, Martin Daniel",,1718.0,False,,,https://lobid.org/gnd/100364098
johrenius-martin-daniel,"Johrenius, Martin Daniel",1727,1781,2,0.094,124496008,"Johren, Conrad",1653.0,1715.0,False,Arzt,Königliches Joachimsthalsches Gymnasium. Bibliothek,https://lobid.org/gnd/124496008
kruger,Krüger,1844,1844,1,0.57,104705938X,"Krüger, Carl",1815.0,1883.0,False,Abgeordneter; Jurist; Justizbeamter; Abgeordneter,Mecklenburg. Abgeordnetenversammlung,https://lobid.org/gnd/104705938X
kruger,Krüger,1844,1844,2,0.49,118778099,"Kruger, Paul",1825.0,1904.0,False,Politiker; Präsident,,https://lobid.org/gnd/118778099
kruger,Krüger,1844,1844,3,0.49,120654466,"Krüger, Hermann",1828.0,,False,Arzt,,https://lobid.org/gnd/120654466
